0001328A|Inge Six Fingers|4|17|15|17|15|15|15|15|19|15|15|15|23|19|15|15|19|15|15
0001328B|Irnskar Ironhand|4|27|27|19|24|20|22|20|15|15|15|15|20|15|15|15|15|15|15
0001328C|Jala|4|24|25|15|22|20|15|20|22|15|19|15|27|15|15|15|15|15|15
0001328D|Jaree-Ra|1000|22|15|17|19|15|15|24|20|25|27|15|15|20|15|15|15|20|15
0001328E|Jawanan|4|25|15|27|20|24|15|15|17|15|19|15|22|20|15|20|15|15|15
0001328F|Jorn|4|22|25|17|20|20|15|20|19|15|15|15|28|19|15|15|19|15|15
00013290|Katla|4|23|28|18|20|24|15|21|15|15|16|19|21|15|15|15|15|15|19
00013291|Kharag gro-Shurkul|750|24|24|20|20|27|25|17|15|15|17|22|17|15|15|15|15|15|27
00013292|Kayd|1|5|5|5|5|5|5|5|5|5|5|5|5|5|5|0|0|0|0
00013293|Kjar|4|24|25|22|24|20|15|27|15|15|17|15|20|15|15|15|15|15|15
00013294|Knud|1|5|5|5|5|5|5|5|5|5|5|5|5|5|5|0|0|0|0
00013295|Ataf|6|28|15|23|20|20|15|15|22|15|15|15|28|27|15|20|22|15|15
00013296|Captain Wayfinder|4|27|25|17|24|20|15|24|15|15|22|15|20|15|15|15|15|15|15
00013297|Lisette|4|17|15|17|15|15|15|15|19|15|15|20|28|24|25|15|24|20|15
00013298|Ma'zaka|4|22|15|22|15|19|15|17|20|20|28|24|18|15|15|15|15|15|19
00013299|Melaran|15|15|15|15|15|15|15|15|15|15|25|15|15|40|40|51|25|51|20
0001329A|Sayma|4|27|15|20|20|20|15|15|19|19|22|15|22|20|15|20|15|15|15
0001329B|Minette Vinius|1|5|5|5|5|5|5|5|5|5|5|5|5|5|5|0|0|0|0
0001329C|Noster Eagle-Eye|4|21|15|16|21|16|20|15|19|17|18|17|20|17|15|20|15|25|22
0001329D|Octieve San|4|17|15|17|15|19|15|17|15|15|18|24|23|20|25|15|20|20|19
0001329E|Odar|4|22|25|17|20|24|15|22|15|15|18|19|23|15|15|15|15|15|19
0001329F|Pantea Ateia|4|22|15|17|20|15|20|15|19|15|15|15|23|19|15|20|19|25|20
000132A0|East Empire Dockmaster|1|5|5|5|5|5|5|5|5|5|5|5|5|5|5|0|0|0|0
000132A1|Legate Rikke|1000|32|37|27|32|20|27|32|15|15|15|15|20|15|15|15|15|15|15
000132A2|Rorlund|4|20|25|15|20|24|15|20|15|15|15|19|25|15|19|15|15|20|17
000132A3|Sabine Nytte|1000|22|34|28|28|15|35|15|15|15|15|20|20|20|25|15|20|20|15
000132A4|Dalan Merchad|4|22|17|19|19|15|22|15|15|15|15|20|20|20|25|15|20|20|15
000132A5|Silana Petreia|4|20|15|15|20|19|20|15|15|15|15|19|20|15|19|20|15|30|22
000132A6|Snilling|4|23|28|18|20|24|15|21|15|15|16|19|21|15|15|15|15|15|19
000132A7|Sorex Vinius|4|24|15|15|22|15|20|15|22|15|19|15|22|15|15|20|15|25|20
000132A8|Styrr|4|15|15|15|15|19|15|15|15|15|15|19|20|15|19|15|15|20|17
000132A9|Svari|1|5|5|5|5|5|5|5|5|5|5|5|5|5|5|0|0|0|0
000132AA|Sybille Stentor|15|15|15|15|15|15|15|15|15|15|35|20|20|40|35|46|20|51|15
000132AB|Taarie|4|15|15|15|15|19|15|17|19|15|22|15|22|20|20|20|25|20|20
000132AC|Una|4|22|25|17|20|24|15|22|15|15|18|19|23|15|15|15|15|15|19
000132AD|Viarmo|4|17|15|17|15|15|15|15|19|15|15|15|23|24|20|20|29|20|20
000132AE|Vivienne Onis|4|15|15|15|15|15|15|15|19|15|19|27|27|22|25|15|20|20|15
00013346|Aerin|6|31|19|22|27|15|31|15|15|15|15|15|15|15|15|20|15|25|20
00013347|Alessandra|10|20|15|15|20|26|20|15|15|15|15|26|31|15|26|20|15|42|26
00013349|Anuriel|4|19|15|29|15|15|15|22|20|20|24|20|15|20|15|15|15|20|15
0001334A|Aringoth|1000|25|15|30|25|15|15|31|15|15|20|15|15|20|20|20|25|20|20
0001334B|Asgeir Snow-Shod|8|35|30|25|30|20|31|20|15|15|15|15|20|15|15|15|15|15|15
0001334C|Balimund|8|30|25|15|20|35|15|20|25|15|20|15|36|15|15|15|15|15|15
0001334D|Bersi Honey-Hand|8|30|25|25|25|20|15|35|15|15|31|15|20|15|15|15|15|15|15
0001334E|Bolli|8|26|25|21|20|28|15|26|15|15|21|24|26|15|15|15|15|15|24
0001334F|Brand-Shei|8|20|15|15|15|15|15|20|25|25|35|20|31|20|15|25|20|15|15
00013350|Constance Michel|4|22|15|17|20|19|20|17|15|15|18|19|18|15|15|20|15|25|24
00013351|Hofgrir Horse-Crusher|8|35|30|25|30|20|31|20|15|15|15|15|20|15|15|15|15|15|15
00013352|Dinya Balu|8|15|15|15|15|23|15|20|15|15|20|29|28|20|24|25|20|28|19
00013353|Dravin Llanith|6|19|19|20|15|22|15|22|15|15|22|27|17|20|15|25|20|15|22
00013354|Drifa|6|24|25|15|20|20|15|20|22|22|26|15|31|15|15|15|15|15|15
00013356|Edda|4|21|15|16|21|16|20|15|19|17|18|17|20|17|15|20|15|25|22
00013357|Elgrim|10|15|15|15|15|15|15|15|28|15|28|34|35|22|15|15|15|15|15
00013358|Esbern|750|15|15|15|15|15|15|15|15|15|22|15|15|28|34|28|15|35|15
00013359|Francois Beaufort|1|20|15|15|20|15|20|15|15|15|15|15|15|15|15|20|15|25|20
0001335A|From-Deepest-Fathoms|1000|17|15|17|15|19|15|22|20|25|23|19|18|20|15|15|15|20|19
0001335B|Maramal|12|25|15|20|20|33|15|15|15|15|15|29|35|20|29|20|15|35|22
0001335E|Grelod the Kind|1|15|15|15|15|15|15|15|15|15|15|15|15|15|15|15|15|15|15
0001335F|Haelga|8|26|25|21|20|28|15|26|15|15|21|24|26|15|15|15|15|15|24
00013360|Hafjorg|6|15|15|15|15|15|15|15|22|15|22|26|26|19|15|15|15|15|15
00013361|Harrald|10|27|44|28|33|20|35|20|15|15|15|15|20|15|15|15|15|15|15
00013362|Hemming Black-Briar|10|39|32|28|33|20|35|20|15|15|15|15|20|15|15|15|15|15|15
00013363|Hroar|4|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
00013364|Ingun Black-Briar|12|44|25|31|20|20|15|36|15|15|39|15|20|23|15|15|15|15|15
00013365|Keerava|10|28|15|15|22|15|15|20|39|25|33|15|35|20|15|15|15|20|15
00013366|Laila Law-Giver|10|27|25|23|20|31|15|28|15|15|23|26|28|15|15|15|15|15|26
00013367|Threki the Innocent|6|27|25|22|24|20|15|31|15|15|26|15|20|15|15|15|15|15|15
00013368|Louis Letrush|1000|17|15|17|15|15|15|15|19|15|15|20|28|24|25|15|24|20|15
00013369|Marise Aravel|8|25|15|15|20|15|15|20|30|15|30|20|31|20|15|25|20|15|15
0001336A|Maven Black-Briar|1000|33|25|15|20|20|15|27|15|15|34|15|20|28|15|35|15|15|15
0001336B|Mjoll the Lioness|1250|27|44|28|33|20|35|20|15|15|15|15|20|15|15|15|15|15|15
0001336C|Molgrom Twice-Killed|6|27|25|22|24|20|15|31|15|15|26|15|20|15|15|15|15|15|15
0001336D|Dirge|15|40|15|15|30|15|20|15|46|15|35|15|46|15|15|20|15|25|20
0001336E|Niluva Hlaalu|6|19|15|19|15|21|15|24|15|15|24|27|19|20|15|25|20|15|22
0001336F|Nivenor|7|20|15|30|15|22|15|25|20|20|25|28|20|15|15|15|15|15|23
00013370|Indaryn|8|30|20|25|25|15|31|20|15|15|20|20|15|20|15|25|20|15|15
00013371|Shadr|4|28|18|23|20|24|15|16|15|15|16|19|16|20|15|20|15|15|19
00013372|Nura Snow-Shod|10|20|25|15|20|31|15|20|15|15|15|26|36|15|26|15|15|32|21
00013373|Talen-Jei|8|25|15|15|20|15|15|20|35|25|30|15|31|20|15|15|15|20|15
00013377|Romlyn Dreth|10|28|15|28|22|15|15|39|15|15|40|20|15|20|15|25|20|15|15
00013378|Runa Fair-Shield|4|20|25|15|20|25|15|20|17|15|18|21|22|15|15|15|15|15|21
00013379|Saerlund|8|26|25|21|20|28|15|26|15|15|21|24|26|15|15|15|15|15|24
0001337A|Samuel|1|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
0001337B|Sibbi Black-Briar|10|33|25|28|27|20|15|39|15|15|35|15|20|15|15|15|15|15|15
0001337C|Svana Far-Shield|6|27|25|15|24|20|15|20|26|15|22|15|31|15|15|15|15|15|15
0001337D|Tythis Ulen|6|19|15|19|15|21|15|24|15|15|24|27|19|20|15|25|20|15|22
0001337E|Ungrien|8|25|15|25|20|15|15|20|35|20|30|20|31|15|15|15|15|15|15
0001337F|Valindor|10|34|22|38|28|15|35|20|20|20|20|20|15|15|15|15|15|15|15
00013380|Vekel the Man|1000|33|25|15|27|20|15|20|34|15|28|15|40|15|15|15|15|15|15
00013381|Vulwulf Snow-Shod|1000|39|32|28|33|20|35|20|15|15|15|15|20|15|15|15|15|15|15
00013382|Wujeeta|6|19|15|19|15|21|15|24|20|25|24|22|19|20|15|15|15|20|22
00013385|Adara|4|25|15|20|20|20|20|15|17|15|18|21|17|15|15|20|15|20|21
00013386|Anwen|6|25|15|20|20|26|15|15|15|15|15|21|24|20|21|20|15|25|18
00013387|Anton Virane|6|19|15|19|15|21|15|19|15|15|19|27|24|20|25|15|20|20|22
00013388|Betrid Silver-Blood|4|22|25|17|20|24|15|22|15|15|18|19|23|15|15|15|15|15|19
00013389|Braig|1000|26|15|15|22|15|15|15|15|15|15|20|20|20|25|26|27|24|15
0001338A|Borkul the Beast|1000|39|20|28|27|20|45|15|15|15|28|15|15|15|15|15|15|15|20
0001338B|Bothela|6|15|15|15|15|15|15|15|22|15|22|31|31|24|25|15|20|20|15
0001338C|Brother Verulus|6|20|15|15|20|21|20|15|15|15|15|21|24|15|21|20|15|35|23
0001338E|Calcelmo|1000|15|15|15|15|15|15|15|15|15|22|15|15|33|39|33|25|40|20
0001338F|Cedran|6|18|15|18|15|15|15|15|22|15|15|20|33|27|25|15|27|20|15
00013390|Cosnach|1000|26|19|22|22|15|26|15|15|15|15|20|20|20|25|15|20|20|15
00013391|Daighre|6|19|19|20|15|22|15|17|15|15|17|27|22|20|25|15|20|20|22
00013392|Degaine|4|16|15|16|16|16|15|15|19|17|18|22|25|22|25|15|20|20|17
00013393|Duach|500|15|15|15|15|15|15|15|15|15|15|20|20|20|25|15|20|20|15
00013394|Eltrys|6|19|15|19|15|21|15|19|15|15|19|27|24|20|25|15|20|20|22
00013395|Endon|6|29|15|24|20|26|15|19|15|15|19|22|19|20|15|20|15|15|22
00013396|Ennoc|6|19|19|20|15|22|15|17|15|15|17|27|22|20|25|15|20|20|22
00013397|Faleen|1000|44|22|33|33|20|35|15|15|15|15|15|15|20|15|20|15|15|15
00013398|Frabbi|6|27|25|15|24|20|15|20|26|15|22|15|31|15|15|15|15|15|15
0001339A|Ghorza gra-Bagol|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
0001339B|Grisvar the Unlucky|6|27|25|22|24|20|15|31|15|15|26|15|20|15|15|15|15|15|15
0001339C|Hathrasil|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
0001339D|Hreinn|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
0001339E|Hroki|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
0001339F|Igmund|1000|24|36|22|27|20|15|31|15|15|15|15|20|15|15|15|15|15|15
000133A0|Nana Ildene|1000|23|15|15|21|15|15|15|15|15|15|20|20|20|25|24|26|23|15
000133A1|Imedhnain|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
000133A2|Kerah|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
000133A3|Kleppr|6|27|25|15|24|20|15|20|26|15|22|15|31|15|15|15|15|15|15
000133A5|Lisbet|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
000133A6|Logrolf the Willful|1000|15|15|15|15|21|15|15|15|15|15|21|24|15|21|15|15|25|18
000133A7|Madanach|1000|34|15|15|28|15|15|15|15|15|15|20|20|20|25|35|33|27|15
000133A9|Mulush gro-Shugurz|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
000133AA|Nepos the Nose|1000|21|15|15|15|15|15|18|15|15|23|15|15|21|15|24|15|15|15
000133AB|Erith|1|15|15|15|15|15|15|15|15|15|15|20|20|15|25|15|20|20|15
000133AC|Odvan|1000|26|15|15|22|15|15|15|15|15|15|20|20|20|25|26|27|24|15
000133AD|Ogmund|1000|26|25|21|20|20|15|20|27|15|15|15|44|27|15|15|27|15|15
000133AE|Omluag|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
000133AF|Ondolemar|1000|15|15|15|15|15|15|15|15|15|22|15|15|27|24|31|25|31|20
000133B0|Orla|6|20|25|15|20|26|15|20|15|15|15|21|29|15|21|15|15|25|18
000133B1|Pavo Attius|6|24|19|20|20|22|20|17|15|15|17|22|17|15|15|20|15|25|27
000133B2|Raerek|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
000133B3|Reburrus Quintilius|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
000133B4|Rhiada|6|19|15|19|15|21|15|19|15|15|19|27|24|20|25|15|20|20|22
000133B5|Rogatus Salvius|6|19|19|20|15|22|15|17|15|15|17|22|17|15|15|15|15|15|22
000133B6|Rondach|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
000133B7|Senna|6|15|15|15|15|21|15|15|15|15|15|26|29|20|31|15|20|30|18
000133B8|Skaggi Scar-Face|6|24|29|20|20|27|15|22|15|15|17|22|22|15|15|15|15|15|22
000133B9|Sosia Tremellia|6|24|19|20|20|22|20|17|15|15|17|22|17|15|15|20|15|25|27
000133BA|Thonar Silver-Blood|6|31|29|22|27|20|26|20|15|15|15|15|20|15|15|15|15|15|15
000133BB|Thongvor Silver-Blood|1000|31|29|22|27|20|26|20|15|15|15|15|20|15|15|15|15|15|15
000133BC|Uaile|1000|23|15|15|21|15|15|15|15|15|15|20|20|20|25|24|26|23|15
000133BD|Uraccen|1000|26|15|15|22|15|15|15|15|15|15|20|20|20|25|26|27|24|15
000133BE|Urzoga gra-Shugurz|1200|61|20|43|34|20|66|15|15|15|43|15|15|15|15|15|15|15|20
000133BF|Vigdis Salvius|6|19|19|20|15|22|15|17|15|15|17|22|17|15|15|15|15|15|22
000133C0|Voada|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
000133C1|Yngvar the Singer|1000|27|44|28|33|20|15|40|15|15|15|15|20|15|15|15|15|15|15
00013475|Alvor|10|33|25|15|33|39|15|20|15|15|22|15|40|15|15|15|15|15|15
00013476|Sigrid|4|24|25|15|24|27|15|20|15|15|17|15|27|15|15|15|15|15|15
00013477|Dorthe|1|20|25|15|20|20|15|20|15|15|15|15|20|15|15|15|15|15|15
00013478|Delphine|900|28|15|34|28|15|15|22|15|15|35|20|20|20|25|15|20|20|15
00013479|Orgnar|4|24|25|15|22|20|15|20|22|15|19|15|27|15|15|15|15|15|15
0001347A|Lucan Valerius|4|22|15|15|20|15|20|15|19|19|22|15|22|15|15|20|15|25|20
0001347B|Camilla Valerius|4|22|15|15|20|15|20|15|19|19|22|15|22|15|15|20|15|25|20
0001347C|Gerdur|9|27|32|22|20|30|15|24|15|15|19|25|24|15|15|15|15|15|26
0001347D|Hod|8|26|31|21|20|29|15|23|15|15|18|25|23|15|15|15|15|15|25
0001347E|Frodnar|1|20|25|15|20|20|15|20|15|15|15|15|20|15|15|15|15|15|15
0001347F|Sven|750|24|29|20|20|27|15|22|15|15|17|22|22|15|15|15|15|15|22
00013480|Faendal|1000|20|15|35|18|15|15|28|20|20|28|20|21|15|15|15|15|15|15
000135E5|Agni|4|20|25|15|20|25|15|20|17|15|18|21|22|15|15|15|15|15|21
000135E6|Alva|1000|26|25|15|20|20|15|26|15|15|23|15|20|18|21|18|15|15|15
000135E7|Aslfur|6|27|25|26|27|20|15|31|15|15|19|15|20|15|15|15|15|15|15
000135E8|Benor|1000|24|36|22|27|20|26|20|15|15|15|15|20|15|15|15|15|15|15
000135E9|Falion|15|25|15|20|20|20|15|15|15|15|24|15|15|39|52|39|15|43|15
000135EA|Gorm|4|27|27|19|24|20|22|20|15|15|15|15|20|15|15|15|15|15|15
000135EB|Idgrod Ravencrone|4|15|15|15|15|15|15|15|15|15|19|15|15|22|19|15|22|17|15
000135EC|Idgrod the Younger|4|24|25|15|20|20|19|20|15|15|15|15|20|15|15|22|22|17|15
000135ED|Jonna|4|29|15|20|24|27|15|15|15|15|17|15|22|20|15|20|15|15|15
000135EE|Joric|4|20|25|15|20|25|15|20|17|15|18|21|22|15|15|15|15|15|21
000135EF|Lami|3|20|25|15|20|20|15|20|18|15|18|19|24|17|15|15|15|15|15
000135F0|Hroggar|7|25|30|20|20|28|15|23|15|15|18|23|23|15|15|15|15|15|23
000135F1|Virkmund|4|20|25|15|20|25|15|20|17|15|18|21|22|15|15|15|15|15|21
000135F2|Thonnir|3|22|27|17|20|22|15|21|15|15|16|17|21|15|15|15|15|15|18
00013602|Argi Farseer|4|20|25|15|20|20|15|20|15|15|19|15|20|22|19|15|22|17|15
00013603|Gestur Rockbreaker|4|23|28|18|20|24|15|21|15|15|16|19|21|15|15|15|15|15|19
00013604|Jesper|4|23|28|18|20|24|15|21|15|15|16|19|21|15|15|15|15|15|19
00013605|Pactur|4|22|25|17|20|24|15|22|15|15|18|19|23|15|15|15|15|15|19
00013606|Sorli the Builder|4|22|25|17|20|24|15|22|15|15|18|19|23|15|15|15|15|15|19
00013607|Sirgar|4|22|25|17|20|24|15|22|15|15|18|19|23|15|15|15|15|15|19
00013608|Swanhvir|4|23|28|18|20|24|15|21|15|15|16|19|21|15|15|15|15|15|19
00013609|Talib|4|25|15|20|20|20|15|15|15|15|17|15|15|24|19|27|15|22|15
0001360A|Teeba-Ei|4|15|15|22|15|15|15|24|20|25|27|15|15|22|15|15|15|24|15
0001360B|Aeri|6|24|29|20|20|27|15|22|15|15|17|22|22|15|15|15|15|15|22
0001360C|Ennodius Papius|6|24|19|20|20|22|20|17|15|15|17|22|17|15|15|20|15|25|27
0001360D|Kodrir|6|24|29|20|20|27|15|22|15|15|17|22|22|15|15|15|15|15|22
00013610|Leifur|6|24|29|20|20|27|15|22|15|15|17|22|22|15|15|15|15|15|22
00013612|Beitild|6|24|29|20|20|27|15|22|15|15|17|22|22|15|15|15|15|15|22
00013613|Bulfrek|6|24|25|19|20|26|15|24|15|15|19|22|24|15|15|15|15|15|22
00013614|Frida|6|15|15|15|15|15|15|15|22|15|22|26|26|19|15|15|15|15|15
00013615|Fruki|6|24|29|20|20|27|15|22|15|15|17|22|22|15|15|15|15|15|22
00013617|Irgnir|6|24|29|20|20|27|15|22|15|15|17|22|22|15|15|15|15|15|22
00013618|Jod|1000|39|32|28|33|20|35|20|15|15|15|15|20|15|15|15|15|15|15
00013619|Karl|6|24|29|20|20|27|15|22|15|15|17|22|22|15|15|15|15|15|22
0001361A|Karita|6|23|25|18|20|20|15|20|22|15|15|15|33|22|15|15|22|15|15
0001361B|Leigelf|6|24|29|20|20|27|15|22|15|15|17|22|22|15|15|15|15|15|22
0001361C|Lond|6|24|29|20|20|27|15|22|15|15|17|22|22|15|15|15|15|15|22
0001361D|Madena|15|15|15|15|15|15|15|15|15|15|35|20|20|40|35|46|20|51|15
0001361E|Rustleif|6|27|25|15|27|31|15|20|15|15|19|15|31|15|15|15|15|15|15
0001361F|Seren|6|32|15|20|27|31|15|15|15|15|19|15|26|20|15|20|15|15|15
00013620|Skald|1000|34|22|28|28|15|35|15|15|15|15|15|15|15|15|15|15|15|15
00013621|Thoring|6|27|25|15|24|20|15|20|26|15|22|15|31|15|15|15|15|15|15
00013627|Hadring|4|27|27|19|24|20|22|20|15|15|15|15|20|15|15|15|15|15|15
0001363E|Vilod|4|27|27|19|24|20|22|20|15|15|15|15|20|15|15|15|15|15|15
0001363F|Ingrid|4|24|25|15|22|20|15|20|22|15|19|15|27|15|15|15|15|15|15
00013640|Matlara|4|27|27|19|24|20|22|20|15|15|15|15|20|15|15|15|15|15|15
00013641|Torolf|4|23|28|18|20|24|15|21|15|15|16|19|21|15|15|15|15|15|19
00013642|Haming|1|20|25|15|20|20|15|20|15|15|15|15|20|15|15|15|15|15|15
00013643|Gunnar Stone-Eye|1|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
0001364C|Kust|4|24|25|19|20|20|15|22|15|15|19|15|20|20|15|15|15|20|15
0001364D|Runil|4|15|15|15|15|17|15|15|15|15|15|18|19|20|25|20|28|24|23
0001364E|Mathies|4|23|28|18|20|24|15|21|15|15|16|19|21|15|15|15|15|15|19
0001364F|Indara Caerellia|4|27|17|19|24|15|27|15|15|15|15|15|15|15|15|20|15|25|20
00013650|Lod|4|24|25|15|24|27|15|20|15|15|17|15|27|15|15|15|15|15|15
00013651|Bolund|4|27|27|19|24|20|22|20|15|15|15|15|20|15|15|15|15|15|15
00013652|Solaf|4|23|28|18|20|24|15|21|15|15|16|19|21|15|15|15|15|15|19
00013653|Siddgeir|4|22|25|15|20|20|15|20|19|19|22|15|27|15|15|15|15|15|15
00013654|Narri|4|22|25|17|20|24|15|22|15|15|18|19|23|15|15|15|15|15|19
00013655|Valga Vinicia|4|24|15|15|22|15|20|15|22|15|19|15|22|15|15|20|15|25|20
00013656|Tekla|4|22|25|17|20|24|15|22|15|15|18|19|23|15|15|15|15|15|19
00013657|Helvard|4|27|27|19|24|20|22|20|15|15|15|15|20|15|15|15|15|15|15
00013659|Nenya|4|15|15|15|15|15|15|15|15|15|17|15|15|24|24|27|25|27|20
0001365A|Dengeir of Stuhn|4|27|27|19|24|20|22|20|15|15|15|15|20|15|15|15|15|15|15
0001365D|Ganna Uriel|1|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
0001365F|Dravynea the Stoneweaver|4|15|15|15|15|15|15|20|15|15|22|20|15|27|20|31|20|19|15
00013661|Kjeld the Younger|4|27|27|19|24|20|22|20|15|15|15|15|20|15|15|15|15|15|15
00013662|Iddra|4|22|25|17|20|24|15|22|15|15|18|19|23|15|15|15|15|15|19
00013663|Kjeld|4|22|25|17|20|24|15|22|15|15|18|19|23|15|15|15|15|15|19
00013665|Verner Rock-Chucker|4|27|27|19|24|20|22|20|15|15|15|15|20|15|15|15|15|15|15
00013666|Annekke Crag-Jumper|1000|27|25|26|27|20|15|31|15|15|19|15|20|15|15|15|15|15|15
00013668|Hrefna|4|20|25|15|20|25|15|20|17|15|18|21|22|15|15|15|15|15|21
0001366B|Sondas Drenim|4|19|15|15|17|15|15|20|22|15|24|20|22|20|15|25|20|15|15
00013679|Ghunzul|1|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
0001367A|Gilfre|4|23|18|18|20|19|20|16|15|15|16|19|16|15|15|20|15|25|24
0001367B|Hern|10|28|33|23|20|32|15|24|15|15|19|27|24|15|15|15|15|15|27
0001367C|Hert|10|28|33|23|20|32|15|24|15|15|19|27|24|15|15|15|15|15|27
000136AC|Sinding|1|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
000136B2|Rorik|4|27|27|19|24|20|22|20|15|15|15|15|20|15|15|15|15|15|15
000136B3|Jouane Manette|4|15|15|15|15|15|15|15|15|15|17|15|15|19|19|22|15|22|15
000136B4|Reldith|4|18|18|18|15|19|15|16|15|15|16|19|16|20|20|20|25|20|24
000136B6|Mralki|4|24|25|15|22|20|15|20|22|15|19|15|27|15|15|15|15|15|15
000136B8|Lemkil|4|23|28|18|20|24|15|21|15|15|16|19|21|15|15|15|15|15|19
000136B9|Britte|4|20|25|15|20|25|15|20|17|15|18|21|22|15|15|15|15|15|21
000136BA|Sissel|4|20|25|15|20|25|15|20|17|15|18|21|22|15|15|15|15|15|21
000136BB|Wilhelm|10|33|25|15|27|20|15|20|34|15|28|15|40|15|15|15|15|15|15
000136BC|Lynly Star-Sung|6|24|29|20|20|27|15|22|15|15|17|22|22|15|15|15|15|15|22
000136BD|Jofthor|6|24|29|20|20|27|15|22|15|15|17|22|22|15|15|15|15|15|22
